[1,   100] loss: 5.80021
[1,   200] loss: 5.46801
[1,   300] loss: 5.94579
[1,   400] loss: 5.76062
[1,   500] loss: 5.46756
[1,   600] loss: 5.63963
[1,   700] loss: 5.80436
[1,   800] loss: 5.71032
[1,   900] loss: 5.65026
[1,  1000] loss: 5.41614
[1,  1100] loss: 5.69455
[1,  1200] loss: 5.66436
[1,  1300] loss: 5.51298
[1,  1400] loss: 5.61371
[1,  1500] loss: 5.64216
[1,  1600] loss: 5.00186
[1,  1700] loss: 5.37216
[1,  1800] loss: 5.53418
[1,  1900] loss: 5.51890
[1,  2000] loss: 5.55390
[1,  2100] loss: 4.86011
[1,  2200] loss: 5.38734
[1,  2300] loss: 5.40289
[1,  2400] loss: 5.62859
[1,  2500] loss: 4.97112
[1,  2600] loss: 5.41996
[1,  2700] loss: 4.77566
[1,  2800] loss: 5.10536
[1,  2900] loss: 5.04612
[1,  3000] loss: 4.93004
[1,  3100] loss: 5.16516
[1,  3200] loss: 5.71566
[1,  3300] loss: 4.82874
[1,  3400] loss: 4.98918
[1,  3500] loss: 5.23504
[1,  3600] loss: 4.97136
[1,  3700] loss: 4.79375
[1,  3800] loss: 4.80018
[1,  3900] loss: 4.84048
[1,  4000] loss: 4.75551
[1,  4100] loss: 4.92273
[1,  4200] loss: 4.55831
[1,  4300] loss: 4.78783
[1,  4400] loss: 4.62713
[1,  4500] loss: 4.72921
[1,  4600] loss: 5.04406
[1,  4700] loss: 4.60932
[1,  4800] loss: 4.88453
[1,  4900] loss: 4.92975
[1,  5000] loss: 4.94326
[1,  5100] loss: 4.70339
[1,  5200] loss: 4.51656
[1,  5300] loss: 4.97483
[1,  5400] loss: 4.61027
Epoch: 0
Micro precision: 0.97547
Macro precision: 0.96651
Micro recall: 0.97547
Macro recall: 0.96747
Micro F1: 0.97547
Macro F1: 0.96374
Current best f1-macro: 0.963748
[2,   100] loss: 3.82836
[2,   200] loss: 4.06227
[2,   300] loss: 4.06405
[2,   400] loss: 3.84929
[2,   500] loss: 4.34138
[2,   600] loss: 4.00492
[2,   700] loss: 3.71894
[2,   800] loss: 4.06372
[2,   900] loss: 3.90130
[2,  1000] loss: 3.87457
[2,  1100] loss: 4.06076
[2,  1200] loss: 3.84604
[2,  1300] loss: 3.93098
[2,  1400] loss: 4.57485
[2,  1500] loss: 4.30918
[2,  1600] loss: 3.68753
[2,  1700] loss: 4.18925
[2,  1800] loss: 3.88880
[2,  1900] loss: 3.70667
[2,  2000] loss: 3.92669
[2,  2100] loss: 3.76841
[2,  2200] loss: 4.23823
[2,  2300] loss: 3.61923
[2,  2400] loss: 3.67331
[2,  2500] loss: 3.65750
[2,  2600] loss: 4.07846
[2,  2700] loss: 4.02238
[2,  2800] loss: 3.49352
[2,  2900] loss: 3.99040
[2,  3000] loss: 3.96105
[2,  3100] loss: 3.83749
[2,  3200] loss: 3.52168
[2,  3300] loss: 3.75968
[2,  3400] loss: 3.81270
[2,  3500] loss: 4.00569
[2,  3600] loss: 3.85277
[2,  3700] loss: 3.95154
[2,  3800] loss: 3.79636
[2,  3900] loss: 3.60885
[2,  4000] loss: 3.95745
[2,  4100] loss: 3.91196
[2,  4200] loss: 3.98696
[2,  4300] loss: 3.81543
[2,  4400] loss: 3.86046
[2,  4500] loss: 3.70273
[2,  4600] loss: 3.73662
[2,  4700] loss: 3.95282
[2,  4800] loss: 3.75281
[2,  4900] loss: 3.30214
[2,  5000] loss: 3.87641
[2,  5100] loss: 3.87036
[2,  5200] loss: 3.84032
[2,  5300] loss: 3.78057
[2,  5400] loss: 3.86090
Epoch: 1
Micro precision: 0.97769
Macro precision: 0.97007
Micro recall: 0.97769
Macro recall: 0.96957
Micro F1: 0.97769
Macro F1: 0.96699
Current best f1-macro: 0.966996
[3,   100] loss: 3.28067
[3,   200] loss: 3.13804
[3,   300] loss: 3.12088
[3,   400] loss: 3.38914
[3,   500] loss: 2.77742
[3,   600] loss: 2.97538
[3,   700] loss: 3.08993
[3,   800] loss: 3.42031
[3,   900] loss: 3.06867
[3,  1000] loss: 3.19959
[3,  1100] loss: 3.08568
[3,  1200] loss: 3.09674
[3,  1300] loss: 3.40708
[3,  1400] loss: 3.02902
[3,  1500] loss: 3.06564
[3,  1600] loss: 2.95226
[3,  1700] loss: 3.34545
[3,  1800] loss: 3.00724
[3,  1900] loss: 2.90454
[3,  2000] loss: 2.91030
[3,  2100] loss: 3.34138
[3,  2200] loss: 2.92582
[3,  2300] loss: 3.10887
[3,  2400] loss: 2.92898
[3,  2500] loss: 2.87948
[3,  2600] loss: 3.14433
[3,  2700] loss: 2.91271
[3,  2800] loss: 3.20407
[3,  2900] loss: 3.18252
[3,  3000] loss: 3.21182
[3,  3100] loss: 2.96705
[3,  3200] loss: 3.27009
[3,  3300] loss: 3.35493
[3,  3400] loss: 3.15009
[3,  3500] loss: 3.28878
[3,  3600] loss: 2.92962
[3,  3700] loss: 3.09753
[3,  3800] loss: 3.34648
[3,  3900] loss: 3.10011
[3,  4000] loss: 3.09453
[3,  4100] loss: 3.21536
[3,  4200] loss: 2.95040
[3,  4300] loss: 3.04337
[3,  4400] loss: 3.02571
[3,  4500] loss: 3.21373
[3,  4600] loss: 2.83688
[3,  4700] loss: 2.97036
[3,  4800] loss: 2.93384
[3,  4900] loss: 3.12347
[3,  5000] loss: 2.91333
[3,  5100] loss: 2.63319
[3,  5200] loss: 2.96193
[3,  5300] loss: 3.17183
[3,  5400] loss: 3.04667
Epoch: 2
Micro precision: 0.97966
Macro precision: 0.97263
Micro recall: 0.97966
Macro recall: 0.97147
Micro F1: 0.97966
Macro F1: 0.96937
Current best f1-macro: 0.969376
[4,   100] loss: 2.60388
[4,   200] loss: 2.40635
[4,   300] loss: 2.46967
[4,   400] loss: 2.53656
[4,   500] loss: 2.59458
[4,   600] loss: 2.50450
[4,   700] loss: 2.61833
[4,   800] loss: 2.32026
[4,   900] loss: 2.45787
[4,  1000] loss: 2.22542
[4,  1100] loss: 2.18798
[4,  1200] loss: 2.52354
[4,  1300] loss: 2.28528
[4,  1400] loss: 2.63509
[4,  1500] loss: 2.53913
[4,  1600] loss: 2.48191
[4,  1700] loss: 2.54407
[4,  1800] loss: 2.78153
